case_number	case_name	n_sequences	n_changes	group_name	gt_candidates	test_status	initial_region_span	gap_history	best_candidates	direction_L1	rank_L1_L2	bc_breakpoints_target	gt_breakpoints_target	p_value_vs_L1	p_value_vs_L2	alternative_candidates
2	PQ797673.1	215	160	A.1.NmC9	N/A	N/A	1-3,4-160		A.1.NmC8 + A.1.NmC9	<<	N/A	3-4	N/A	4.85e-141	1.59e+00	[], []
2	PQ797697.1	215	159	A.1.NmC9	N/A	N/A	1-3,4-159		A.1.NmC8 + A.1.NmC9	<<	N/A	3-4	N/A	1.13e-123	1.59e+00	[], []
2	PQ843894.1	215	160	A.1.NmC9	N/A	N/A	1-3,4-160		A.1.NmC8 + A.1.NmC9	<<	N/A	3-4	N/A	2.64e-122	1.59e+00	[], []
2	PV949463.1	215	160	A.1.NmC9	N/A	N/A	1-3,4-160		A.1.NmC8 + A.1.NmC9	<<	N/A	3-4	N/A	4.85e-141	1.59e+00	[], []
2	PV338412.1	215	161	A.1.NmC9	N/A	N/A	1-3,4-161		A.1.NmC8 + A.1.NmC9	<<	N/A	3-4	N/A	1.13e-140	1.59e+00	[], []
2	PV338420.1	215	161	A.1.NmC9	N/A	N/A	1-3,4-161		A.1.NmC8 + A.1.NmC9	<<	N/A	3-4	N/A	1.13e-140	1.59e+00	[], []
2	PV160119.1	215	161	A.1.NmC9	N/A	N/A	1-3,4-161		A.1.NmC8 + A.1.NmC9	<<	N/A	3-4	N/A	1.13e-140	1.59e+00	[], []
2	PV214447.1	215	161	A.1.NmC9	N/A	N/A	1-3,4-161		A.1.NmC8 + A.1.NmC9	<<	N/A	3-4	N/A	1.13e-140	1.59e+00	[], []
2	PV649299.1	215	161	A.1.NmC9	N/A	N/A	1-3,4-161		A.1.NmC8 + A.1.NmC9	<<	N/A	3-4	N/A	9.54e-147	1.59e+00	[], []
2	PV160183.1	215	161	A.1.NmC9	N/A	N/A	1-3,4-161		A.1.NmC8 + A.1.NmC9	<<	N/A	3-4	N/A	1.13e-140	1.59e+00	[], []
2	PV160191.1	215	161	A.1.NmC9	N/A	N/A	1-3,4-161		A.1.NmC8 + A.1.NmC9	<<	N/A	3-4	N/A	1.13e-140	1.59e+00	[], []
2	PV160199.1	215	161	A.1.NmC9	N/A	N/A	1-3,4-161		A.1.NmC8 + A.1.NmC9	<<	N/A	3-4	N/A	1.13e-140	1.59e+00	[], []
2	PV214511.1	215	161	A.1.NmC9	N/A	N/A	1-3,4-161		A.1.NmC8 + A.1.NmC9	<<	N/A	3-4	N/A	1.13e-140	1.59e+00	[], []
2	PV214519.1	215	161	A.1.NmC9	N/A	N/A	1-3,4-161		A.1.NmC8 + A.1.NmC9	<<	N/A	3-4	N/A	1.13e-140	1.59e+00	[], []
2	PV214527.1	215	161	A.1.NmC9	N/A	N/A	1-3,4-161		A.1.NmC8 + A.1.NmC9	<<	N/A	3-4	N/A	1.13e-140	1.59e+00	[], []
2	PV792205.1	215	159	A.1.NmC9	N/A	N/A	1-3,4-159		A.1.NmC8 + A.1.NmC9	<<	N/A	3-4	N/A	4.83e-143	1.59e+00	[], []
2	PV456944.1	215	159	A.1.NmC9	N/A	N/A	1-3,4-159		A.1.NmC8 + A.1.NmC9	<<	N/A	3-4	N/A	2.52e-151	1.59e+00	[], []
2	PV456952.1	215	159	A.1.NmC9	N/A	N/A	1-3,4-159		A.1.NmC8 + A.1.NmC9	<<	N/A	3-4	N/A	2.52e-151	1.59e+00	[], []
2	PV456960.1	215	159	A.1.NmC9	N/A	N/A	1-3,4-159		A.1.NmC8 + A.1.NmC9	<<	N/A	3-4	N/A	2.52e-151	1.59e+00	[], []
2	PV792189.1	215	159	A.1.NmC9	N/A	N/A	1-3,4-159		A.1.NmC8 + A.1.NmC9	<<	N/A	3-4	N/A	4.83e-143	1.59e+00	[], []
2	PV792197.1	215	159	A.1.NmC9	N/A	N/A	1-3,4-159		A.1.NmC8 + A.1.NmC9	<<	N/A	3-4	N/A	4.83e-143	1.59e+00	[], []
2	PV456968.1	215	159	A.1.NmC9	N/A	N/A	1-3,4-159		A.1.NmC8 + A.1.NmC9	<<	N/A	3-4	N/A	2.52e-151	1.59e+00	[], []
2	PV456976.1	215	159	A.1.NmC9	N/A	N/A	1-3,4-159		A.1.NmC8 + A.1.NmC9	<<	N/A	3-4	N/A	2.52e-151	1.59e+00	[], []
2	PV456984.1	215	159	A.1.NmC9	N/A	N/A	1-3,4-159		A.1.NmC8 + A.1.NmC9	<<	N/A	3-4	N/A	4.83e-143	1.59e+00	[], []
2	PV456992.1	215	159	A.1.NmC9	N/A	N/A	1-3,4-159		A.1.NmC8 + A.1.NmC9	<<	N/A	3-4	N/A	4.83e-143	1.59e+00	[], []
2	PV493717.1	215	159	A.1.NmC9	N/A	N/A	1-3,4-159		A.1.NmC8 + A.1.NmC9	<<	N/A	3-4	N/A	2.52e-151	1.59e+00	[], []
2	PV493725.1	215	160	A.1.NmC9	N/A	N/A	1-3,4-160		A.1.NmC8 + A.1.NmC9	<<	N/A	3-4	N/A	1.21e-164	1.59e+00	[], []
2	PX061404.1	215	159	A.1.NmC9	N/A	N/A	1-3,4-159		A.1.NmC8 + A.1.NmC9	<<	N/A	3-4	N/A	2.52e-151	1.59e+00	[], []
2	PV457040.1	215	159	A.1.NmC9	N/A	N/A	1-3,4-159		A.1.NmC8 + A.1.NmC9	<<	N/A	3-4	N/A	4.83e-143	1.59e+00	[], []
2	PV457048.1	215	158	A.1.NmC9	N/A	N/A	1-3,4-158		A.1.NmC8 + A.1.NmC9	<<	N/A	3-4	N/A	3.53e-159	1.59e+00	[], []
2	PV649379.1	215	158	A.1.NmC9	N/A	N/A	1-3,4-158		A.1.NmC8 + A.1.NmC9	<<	N/A	3-4	N/A	3.53e-159	1.59e+00	[], []
2	PV649387.1	215	158	A.1.NmC9	N/A	N/A	1-3,4-158		A.1.NmC8 + A.1.NmC9	<<	N/A	3-4	N/A	3.53e-159	1.59e+00	[], []
2	PV649443.1	215	158	A.1.NmC9	N/A	N/A	1-3,4-158		A.1.NmC8 + A.1.NmC9	<<	N/A	3-4	N/A	3.53e-159	1.59e+00	[], []
2	PV846149.1	215	158	A.1.NmC9	N/A	N/A	1-3,4-158		A.1.NmC8 + A.1.NmC9	<<	N/A	3-4	N/A	3.53e-159	1.59e+00	[], []
2	PV846157.1	215	158	A.1.NmC9	N/A	N/A	1-3,4-158		A.1.NmC8 + A.1.NmC9	<<	N/A	3-4	N/A	3.53e-159	1.59e+00	[], []
2	PV904373.1	215	160	A.1.NmC9	N/A	N/A	1-3,4-160		A.1.NmC8 + A.1.NmC9	<<	N/A	3-4	N/A	1.12e-157	1.59e+00	[], []
2	PV846173.1	215	158	A.1.NmC9	N/A	N/A	1-3,4-158		A.1.NmC8 + A.1.NmC9	<<	N/A	3-4	N/A	3.53e-159	1.59e+00	[], []
2	PV846165.1	215	158	A.1.NmC9	N/A	N/A	1-3,4-158		A.1.NmC8 + A.1.NmC9	<<	N/A	3-4	N/A	3.53e-159	1.59e+00	[], []
2	PV846197.1	215	158	A.1.NmC9	N/A	N/A	1-3,4-158		A.1.NmC8 + A.1.NmC9	<<	N/A	3-4	N/A	3.53e-159	1.59e+00	[], []
2	PV846205.1	215	158	A.1.NmC9	N/A	N/A	1-3,4-158		A.1.NmC8 + A.1.NmC9	<<	N/A	3-4	N/A	3.53e-159	1.59e+00	[], []
2	PV846213.1	215	158	A.1.NmC9	N/A	N/A	1-3,4-158		A.1.NmC8 + A.1.NmC9	<<	N/A	3-4	N/A	3.53e-159	1.59e+00	[], []
2	PX061508.1	215	157	A.1.NmC9	N/A	N/A	1-3,4-157		A.1.NmC8 + A.1.NmC9	<<	N/A	3-4	N/A	6.69e-149	1.59e+00	[], []
2	PX061516.1	215	157	A.1.NmC9	N/A	N/A	1-3,4-157		A.1.NmC8 + A.1.NmC9	<<	N/A	3-4	N/A	6.69e-149	1.59e+00	[], []
2	PV846221.1	215	158	A.1.NmC9	N/A	N/A	1-3,4-158		A.1.NmC8 + A.1.NmC9	<<	N/A	3-4	N/A	3.53e-159	1.59e+00	[], []
2	PV846229.1	215	158	A.1.NmC9	N/A	N/A	1-3,4-158		A.1.NmC8 + A.1.NmC9	<<	N/A	3-4	N/A	3.53e-159	1.59e+00	[], []
2	PX061524.1	215	158	A.1.NmC9	N/A	N/A	1-3,4-158		A.1.NmC8 + A.1.NmC9	<<	N/A	3-4	N/A	3.53e-159	1.59e+00	[], []
2	PV846237.1	215	160	A.1.NmC9	N/A	N/A	1-3,4-160		A.1.NmC8 + A.1.NmC9	<<	N/A	3-4	N/A	1.01e-166	1.58e+00	[], []
2	PV846245.1	215	160	A.1.NmC9	N/A	N/A	1-3,4-160		A.1.NmC8 + A.1.NmC9	<<	N/A	3-4	N/A	1.01e-166	1.58e+00	[], []
2	PV846253.1	215	160	A.1.NmC9	N/A	N/A	1-3,4-160		A.1.NmC8 + A.1.NmC9	<<	N/A	3-4	N/A	1.01e-166	1.58e+00	[], []
2	PV846261.1	215	160	A.1.NmC9	N/A	N/A	1-3,4-160		A.1.NmC8 + A.1.NmC9	<<	N/A	3-4	N/A	1.01e-166	1.58e+00	[], []
2	PX061532.1	215	157	A.1.NmC9	N/A	N/A	1-3,4-157		A.1.NmC8 + A.1.NmC9	<<	N/A	3-4	N/A	6.69e-149	1.59e+00	[], []
2	PX061540.1	215	157	A.1.NmC9	N/A	N/A	1-3,4-157		A.1.NmC8 + A.1.NmC9	<<	N/A	3-4	N/A	6.69e-149	1.59e+00	[], []
2	PX061548.1	215	157	A.1.NmC9	N/A	N/A	1-3,4-157		A.1.NmC8 + A.1.NmC9	<<	N/A	3-4	N/A	6.69e-149	1.59e+00	[], []
2	PV792277.1	215	158	A.1.NmC9	N/A	N/A	1-3,4-158		A.1.NmC8 + A.1.NmC9	<<	N/A	3-4	N/A	6.78e-172	1.59e+00	[], []
2	PV846269.1	215	161	A.1.NmC9	N/A	N/A	1-3,4-161		A.1.NmC8 + A.1.NmC9	<<	N/A	3-4	N/A	4.51e-173	1.59e+00	[], []
2	PV846277.1	215	160	A.1.NmC9	N/A	N/A	1-3,4-160		A.1.NmC8 + A.1.NmC9	<<	N/A	3-4	N/A	1.01e-166	1.58e+00	[], []
2	PV846285.1	215	160	A.1.NmC9	N/A	N/A	1-3,4-160		A.1.NmC8 + A.1.NmC9	<<	N/A	3-4	N/A	1.01e-166	1.58e+00	[], []
2	PV846293.1	215	160	A.1.NmC9	N/A	N/A	1-3,4-160		A.1.NmC8 + A.1.NmC9	<<	N/A	3-4	N/A	1.01e-166	1.58e+00	[], []
2	PV846301.1	215	160	A.1.NmC9	N/A	N/A	1-3,4-160		A.1.NmC8 + A.1.NmC9	<<	N/A	3-4	N/A	1.01e-166	1.58e+00	[], []
2	PV846309.1	215	160	A.1.NmC9	N/A	N/A	1-3,4-160		A.1.NmC8 + A.1.NmC9	<<	N/A	3-4	N/A	1.01e-166	1.58e+00	[], []
2	PV846317.1	215	160	A.1.NmC9	N/A	N/A	1-3,4-160		A.1.NmC8 + A.1.NmC9	<<	N/A	3-4	N/A	1.01e-166	1.58e+00	[], []
2	PV846333.1	215	160	A.1.NmC9	N/A	N/A	1-3,4-160		A.1.NmC8 + A.1.NmC9	<<	N/A	3-4	N/A	1.01e-166	1.58e+00	[], []
2	PV846357.1	215	160	A.1.NmC9	N/A	N/A	1-3,4-160		A.1.NmC8 + A.1.NmC9	<<	N/A	3-4	N/A	1.01e-166	1.58e+00	[], []
2	PV846365.1	215	160	A.1.NmC9	N/A	N/A	1-3,4-160		A.1.NmC8 + A.1.NmC9	<<	N/A	3-4	N/A	1.01e-166	1.58e+00	[], []
2	PV846373.1	215	160	A.1.NmC9	N/A	N/A	1-3,4-160		A.1.NmC8 + A.1.NmC9	<<	N/A	3-4	N/A	1.01e-166	1.58e+00	[], []
2	PV846381.1	215	160	A.1.NmC9	N/A	N/A	1-3,4-160		A.1.NmC8 + A.1.NmC9	<<	N/A	3-4	N/A	1.01e-166	1.58e+00	[], []
2	PX061556.1	215	158	A.1.NmC9	N/A	N/A	1-3,4-158		A.1.NmC8 + A.1.NmC9	<<	N/A	3-4	N/A	1.94e-157	1.59e+00	[], []
2	PV904413.1	215	160	A.1.NmC9	N/A	N/A	1-3,4-160		A.1.NmC8 + A.1.NmC9	<<	N/A	3-4	N/A	1.01e-166	1.58e+00	[], []
3	PQ708769.1	640	157	A.1.NmC12	N/A	N/A	1-20,21-25,26-157	20-26 -> 	A.1.NmC12 + A.1.NmC5 + A.1.NmC12	<<	N/A	20-21, 25-26	N/A	8.72e-04	5.15e-195	[], []
3	PQ708777.1	640	157	A.1.NmC12	N/A	N/A	1-20,21-25,26-157	20-26 -> 	A.1.NmC12 + A.1.NmC5 + A.1.NmC12	<<	N/A	20-21, 25-26	N/A	8.72e-04	5.15e-195	[], []
3	PQ718001.1	640	158	A.1.NmC12	N/A	N/A	1-95,96-115,154-158	95-154 -> 115-154	A.1.NmC12 + A.1.NmC7 + A.1.NmC12	>>	N/A	95-96, 124-125	N/A	1.02e+05	7.14e-35	[], []
3	PQ709169.1	640	159	A.1.NmC12	N/A	N/A	1-95,96-116,126-159	95-126 -> 116-126	A.1.NmC12 + A.1.NmC7 + A.1.NmC12	>>	N/A	95-96, 120-121	N/A	2.32e-02	1.28e-35	[], []
3	PQ707585.1	640	156	A.1.NmC12	N/A	N/A	1-23,24-26,27-156	23-27 -> 	A.1.NmC12 + A.1 + A.1.NmC12	<<	N/A	23-24, 26-27	N/A	9.00e-03	4.57e-60	[], []
3	PQ717025.1	640	158	A.1.NmC12	N/A	N/A	1-64,106-158	64-106	A.1.NmC12 + A.1.NmC12	>>	N/A	77-78	N/A	2.72e+00	2.72e+00	[], []
3	PV305176.1	640	157	A.1.NmC12	N/A	N/A	1-23,24-26,27-157	23-27 -> 	A.1.NmC12 + A.1 + A.1.NmC12	<<	N/A	23-24, 26-27	N/A	9.00e-03	1.86e-59	[], []
3	PQ712401.1	640	156	A.1.NmC12	N/A	N/A	1-95,104-156	95-104	A.1.NmC12 + A.1.NmC12	>>	N/A	98-99	N/A	2.72e+00	2.72e+00	[], []
3	PQ705929.1	640	158	A.1.NmC12	N/A	N/A	1-82,85-158	82-85	A.1.NmC1 + A.1.NmC12	>>	N/A	84-85	N/A	1.03e-25	3.40e+04	[], []
3	PQ712217.1	640	159	A.1.NmC12	N/A	N/A	1-98,99-106,107-159	98-107 -> 	A.1.NmC12 + A.1 + A.1.NmC12	>>	N/A	98-99, 106-107	N/A	1.21e-05	1.43e-79	[], []
